Date,True,Deep LSTM with 50-50-50-50 neuron,LSTM with 50-50-50-50 neuron and recurrent dropout,Shallow LSTM 50-50 neurons,Shallow LSTM 50-10 neurons,Shallow LSTM 10-10 neurons,Shallow LSTM 10-10 neurons without callback opt,Shallow LSTM 5-5 neurons without callback opt
2019-12-04,64.77793884277344,63.055183,57.501816,63.10988,59.61484,56.665684,57.30463,39.154507
2019-12-05,65.7282943725586,62.361423,57.549454,63.053295,59.575768,56.64739,57.271385,39.15578
2019-12-06,66.9979248046875,62.642384,57.586605,63.037834,59.56663,56.650272,57.266285,39.1541
2019-12-09,66.05994415283203,63.908466,57.610058,63.113556,59.62474,56.69567,57.31853,39.149147
2019-12-10,66.4460220336914,64.661316,57.631382,63.185925,59.679657,56.727776,57.366985,39.15531
2019-12-11,67.01276397705078,64.88751,57.64961,63.27724,59.748596,56.772243,57.423267,39.154934
2019-12-12,67.18354797363281,65.01316,57.675446,63.40442,59.84383,56.838413,57.501545,39.154182
2019-12-13,68.09677124023438,65.098465,57.70279,63.55276,59.954365,56.916,57.59243,39.155212
2019-12-16,69.26245880126953,65.51256,57.748753,63.75526,60.105606,57.02604,57.716652,39.15404
2019-12-17,69.39857482910156,66.43505,57.802128,64.037704,60.315315,57.179893,57.88939,39.15098
2019-12-18,69.23274993896484,67.20864,57.87316,64.35593,60.55102,57.350662,58.083035,39.153736
2019-12-19,69.30204772949219,67.37913,57.968987,64.66862,60.78313,57.521065,58.271603,39.159813
2019-12-20,69.15850830078125,67.15822,58.093456,64.96412,61.00345,57.68932,58.449516,39.16705
2019-12-23,70.28706359863281,66.769165,58.234997,65.22274,61.19735,57.84381,58.60621,39.176678
2019-12-24,70.3538818359375,67.01224,58.387882,65.50418,61.40816,58.018017,58.777596,39.18001
2019-12-26,71.7497329711914,67.508064,58.536118,65.780655,61.614376,58.18732,58.947186,39.18699
2019-12-27,71.72248840332031,68.54517,58.70198,66.11371,61.861744,58.388798,59.149963,39.187767
2019-12-30,72.14817810058594,69.33334,58.867985,66.45317,62.11211,58.587116,59.355797,39.19448
2019-12-31,72.67533874511719,69.753746,59.04741,66.80039,62.367916,58.789093,59.563805,39.199375
