Date;^DJI;^DJT;^DJU;^NDX;^NYA;^MID;^OEX;^IXCO;^SOX;^XAU;^XOI;^RUT;^GSPC;^RUA;^IXIC
2010-02-02;10296.849609375;3993.1201171875;384.2699890136719;1776.9200439453125;7101.43994140625;723.5;507.57000732421875;1092.72998046875;328.5410461425781;156.5500030517578;1053.3800048828125;614.0499877929688;1103.3199462890625;646.25;2190.06005859375
2010-02-03;10270.5498046875;3937.81005859375;380.6000061035156;1784.699951171875;7042.6201171875;718.6300048828125;505.19000244140625;1097.989990234375;327.59149169921875;154.75999450683594;1042.25;610.6599731445312;1097.280029296875;642.6099853515625;2190.909912109375
2010-02-04;10002.1796875;3813.909912109375;370.6000061035156;1732.989990234375;6787.85986328125;695.8099975585938;490.07000732421875;1062.93994140625;312.37884521484375;146.4199981689453;1001.47998046875;589.6799926757812;1063.1099853515625;622.219970703125;2125.429931640625
2010-02-05;10012.23046875;3822.199951171875;369.45001220703125;1746.1199951171875;6782.75;697.0900268554688;491.3399963378906;1076.68994140625;319.8552551269531;154.25;998.280029296875;592.97998046875;1066.18994140625;624.0399780273438;2141.1201171875
2010-02-06;;;;;;;;;;;;;;;
2010-02-07;;;;;;;;;;;;;;;
2010-02-08;9908.3896484375;3792.889892578125;365.6300048828125;1734.8800048828125;6713.8701171875;692.52001953125;486.8500061035156;1070.0400390625;318.7057800292969;149.33999633789062;987.8300170898438;586.489990234375;1056.739990234375;618.6300048828125;2126.050048828125
2010-02-09;10058.6396484375;3869.8798828125;369.489990234375;1753.8399658203125;6835.16015625;701.0399780273438;493.0400085449219;1082.25;323.25360107421875;155.07000732421875;1007.0;595.1699829101562;1070.52001953125;626.7999877929688;2150.8701171875
2010-02-10;10038.3798828125;3856.139892578125;367.44000244140625;1749.760009765625;6819.1201171875;700.5900268554688;492.2900085449219;1080.8499755859375;323.24359130859375;154.5800018310547;1003.969970703125;595.8200073242188;1068.1300048828125;625.5999755859375;2147.8701171875
2010-02-11;10144.1904296875;3923.159912109375;367.3800048828125;1775.739990234375;6898.72021484375;710.489990234375;496.5799865722656;1094.52001953125;330.8799133300781;160.7100067138672;1022.1799926757812;605.4600219726562;1078.469970703125;632.4099731445312;2177.409912109375
2010-02-12;10099.1396484375;3917.56005859375;364.54998779296875;1779.1099853515625;6874.56005859375;715.9600219726562;494.8999938964844;1096.72998046875;332.67901611328125;159.60000610351562;1014.02001953125;610.719970703125;1075.510009765625;631.8699951171875;2183.530029296875
2010-02-13;;;;;;;;;;;;;;;
2010-02-14;;;;;;;;;;;;;;;
2010-02-15;;;;;;;;;;;;;;;
2010-02-16;10268.8095703125;3997.860107421875;371.54998779296875;1802.06005859375;7013.35009765625;727.6799926757812;503.3500061035156;1114.77001953125;340.79510498046875;163.99000549316406;1041.780029296875;620.8400268554688;1094.8699951171875;643.280029296875;2214.18994140625
2010-02-17;10309.240234375;4007.6201171875;370.2900085449219;1810.8599853515625;7035.2001953125;732.1400146484375;505.2699890136719;1118.6800537109375;341.37481689453125;162.97000122070312;1036.6400146484375;624.8300170898438;1099.510009765625;646.219970703125;2226.2900390625
2010-02-18;10392.900390625;4005.889892578125;372.1700134277344;1823.3900146484375;7080.3798828125;736.75;508.45001220703125;1127.989990234375;342.3543395996094;165.2899932861328;1043.510009765625;629.3200073242188;1106.75;650.4299926757812;2241.7099609375
2010-02-19;10402.349609375;4060.52001953125;377.1000061035156;1823.3199462890625;7083.25;740.1599731445312;508.57000732421875;1123.9100341796875;343.3738708496094;164.44000244140625;1043.9200439453125;631.6199951171875;1109.1700439453125;651.9000244140625;2243.8701171875
2010-02-20;;;;;;;;;;;;;;;
2010-02-21;;;;;;;;;;;;;;;
2010-02-22;10383.3798828125;4090.989990234375;374.2200012207031;1817.6300048828125;7078.52978515625;740.1099853515625;508.2799987792969;1123.8199462890625;342.3843078613281;162.0;1034.489990234375;632.25;1108.010009765625;651.260009765625;2242.030029296875
2010-02-23;10282.41015625;4065.820068359375;371.3500061035156;1793.8199462890625;6974.60009765625;730.3499755859375;502.489990234375;1106.1300048828125;332.7090148925781;156.4600067138672;1018.1099853515625;625.0700073242188;1094.5999755859375;643.1300048828125;2213.43994140625
2010-02-24;10374.16015625;4095.7900390625;371.7099914550781;1812.510009765625;7030.669921875;737.1799926757812;507.5299987792969;1118.75;339.10589599609375;155.4199981689453;1025.050048828125;630.4299926757812;1105.239990234375;649.2100219726562;2235.89990234375
2010-02-25;10321.0302734375;4113.81005859375;369.82000732421875;1812.9100341796875;7013.4501953125;737.8900146484375;505.29998779296875;1117.300048828125;338.2263488769531;160.0;1017.9400024414062;630.4600219726562;1102.93994140625;648.219970703125;2234.219970703125
2010-02-26;10325.259765625;4134.56982421875;367.3900146484375;1818.6800537109375;7035.0400390625;738.3599853515625;506.05999755859375;1118.77001953125;338.69610595703125;161.38999938964844;1021.0700073242188;628.5599975585938;1104.489990234375;648.9000244140625;2238.260009765625
2010-02-27;;;;;;;;;;;;;;;
2010-02-28;;;;;;;;;;;;;;;
2010-03-01;10403.7900390625;4169.43994140625;372.2099914550781;1846.4000244140625;7100.75;751.02001953125;510.3299865722656;1139.25;349.3110046386719;164.11000061035156;1031.2900390625;642.6500244140625;1115.7099609375;656.5;2273.570068359375
2010-03-02;10405.98046875;4149.06982421875;373.9800109863281;1851.2099609375;7135.97021484375;756.8800048828125;511.2699890136719;1136.1300048828125;349.2210388183594;167.9600067138672;1039.530029296875;648.3099975585938;1118.31005859375;658.7899780273438;2280.7900390625
2010-03-03;10396.759765625;4148.06982421875;373.55999755859375;1851.5699462890625;7164.66015625;758.4000244140625;511.7699890136719;1134.5899658203125;346.2024841308594;170.27999877929688;1043.260009765625;649.260009765625;1118.7900390625;658.9600219726562;2280.679931640625
2010-03-04;10444.1396484375;4160.18017578125;374.2099914550781;1859.719970703125;7173.06982421875;759.1599731445312;514.0999755859375;1141.6199951171875;346.38238525390625;168.02999877929688;1043.18994140625;652.469970703125;1122.969970703125;661.2999877929688;2292.31005859375
2010-03-05;10566.2001953125;4195.83984375;378.20001220703125;1888.56005859375;7291.31005859375;770.469970703125;520.4500122070312;1158.8299560546875;351.3599853515625;170.80999755859375;1064.5400390625;666.02001953125;1138.699951171875;670.97998046875;2326.35009765625
2010-03-06;;;;;;;;;;;;;;;
2010-03-07;;;;;;;;;;;;;;;
2010-03-08;10552.51953125;4214.14013671875;377.5400085449219;1890.8900146484375;7292.52978515625;772.0700073242188;520.4299926757812;1159.52001953125;351.0401306152344;169.2100067138672;1063.0999755859375;667.1099853515625;1138.5;671.1199951171875;2332.2099609375
2010-03-09;10564.3798828125;4269.16015625;376.4100036621094;1901.3800048828125;7294.02001953125;772.5900268554688;521.4199829101562;1166.31005859375;350.3005065917969;168.22000122070312;1062.300048828125;669.6300048828125;1140.449951171875;672.3900146484375;2340.679931640625
2010-03-10;10567.330078125;4295.72021484375;377.45001220703125;1917.3499755859375;7327.669921875;778.7999877929688;523.469970703125;1178.6099853515625;357.8668518066406;165.8300018310547;1071.5999755859375;674.9299926757812;1145.6099853515625;675.9000244140625;2358.949951171875
2010-03-11;10611.83984375;4320.3798828125;378.7900085449219;1923.81005859375;7353.240234375;782.510009765625;525.75;1182.68994140625;356.9872741699219;167.24000549316406;1074.6099853515625;677.219970703125;1150.239990234375;678.47998046875;2368.4599609375
2010-03-12;10624.6904296875;4325.35009765625;376.79998779296875;1924.4300537109375;7362.85009765625;783.8800048828125;525.52001953125;1183.22998046875;355.1981201171875;166.0399932861328;1073.9000244140625;676.5900268554688;1149.989990234375;678.5;2367.659912109375
2010-03-13;;;;;;;;;;;;;;;
2010-03-14;;;;;;;;;;;;;;;
2010-03-15;10642.150390625;4331.259765625;378.7900085449219;1920.0899658203125;7350.9599609375;782.2899780273438;526.3900146484375;1176.5999755859375;350.2605285644531;165.50999450683594;1066.6500244140625;674.4099731445312;1150.510009765625;678.3200073242188;2362.2099609375
2010-03-16;10685.98046875;4374.1201171875;382.7699890136719;1932.239990234375;7426.7001953125;790.219970703125;529.969970703125;1186.1300048828125;359.6959533691406;169.9199981689453;1079.31005859375;679.5800170898438;1159.4599609375;683.8300170898438;2378.010009765625
2010-03-17;10733.669921875;4378.41015625;384.010009765625;1936.219970703125;7474.1298828125;796.0999755859375;532.510009765625;1193.75;363.8839416503906;169.77000427246094;1093.030029296875;683.97998046875;1166.2099609375;687.9500122070312;2389.090087890625
2010-03-18;10779.169921875;4422.5;382.1199951171875;1943.93994140625;7443.56982421875;792.75;533.030029296875;1192.9100341796875;361.4651184082031;168.60000610351562;1083.68994140625;681.6099853515625;1165.8299560546875;687.2100219726562;2391.280029296875
2010-03-19;10741.98046875;4373.72998046875;381.79998779296875;1932.4300537109375;7386.85009765625;785.1300048828125;530.530029296875;1182.260009765625;355.49798583984375;165.99000549316406;1075.260009765625;673.8900146484375;1159.9000244140625;683.0499877929688;2374.409912109375
2010-03-20;;;;;;;;;;;;;;;
2010-03-21;;;;;;;;;;;;;;;
2010-03-22;10785.8896484375;4381.31005859375;379.4100036621094;1949.5899658203125;7419.02001953125;793.7899780273438;532.760009765625;1192.5;364.0738220214844;166.49000549316406;1073.4300537109375;682.9099731445312;1165.81005859375;687.3800048828125;2395.39990234375
2010-03-23;10888.830078125;4410.39013671875;380.9700012207031;1963.199951171875;7478.85986328125;799.9500122070312;536.969970703125;1204.75;372.28985595703125;167.02000427246094;1079.0899658203125;690.2999877929688;1174.1700439453125;692.6500244140625;2415.239990234375
2010-03-24;10836.150390625;4362.06005859375;377.42999267578125;1951.8399658203125;7408.16015625;793.3099975585938;534.4400024414062;1198.93994140625;365.19329833984375;161.10000610351562;1070.489990234375;683.6799926757812;1167.719970703125;688.6199951171875;2398.760009765625
2010-03-25;10841.2099609375;4334.5498046875;375.2099914550781;1949.1500244140625;7385.60009765625;787.739990234375;534.469970703125;1198.9300537109375;364.6535339355469;158.30999755859375;1055.739990234375;679.0999755859375;1165.72998046875;686.6599731445312;2397.409912109375
2010-03-26;10850.3603515625;4339.91015625;376.3599853515625;1952.6300048828125;7403.580078125;787.02001953125;534.8099975585938;1195.9300537109375;362.7145080566406;161.41000366210938;1058.1800537109375;678.969970703125;1166.5899658203125;687.0700073242188;2395.1298828125
2010-03-27;;;;;;;;;;;;;;;
2010-03-28;;;;;;;;;;;;;;;
2010-03-29;10895.8603515625;4376.740234375;380.2699890136719;1961.219970703125;7464.89990234375;793.1699829101562;537.0900268554688;1198.3699951171875;366.19281005859375;164.5399932861328;1073.22998046875;682.25;1173.219970703125;691.1300048828125;2404.360107421875
2010-03-30;10907.419921875;4388.35009765625;379.3599853515625;1967.9599609375;7460.72021484375;794.1300048828125;536.8099975585938;1204.3499755859375;368.7215881347656;163.72000122070312;1076.260009765625;683.9400024414062;1173.27001953125;691.2899780273438;2410.68994140625
2010-03-31;10856.6298828125;4374.6201171875;378.82000732421875;1958.3399658203125;7447.7998046875;789.9000244140625;534.9099731445312;1197.8299560546875;366.3927307128906;165.27999877929688;1081.199951171875;678.6400146484375;1169.4300537109375;688.739990234375;2397.9599609375
2010-04-01;10927.0703125;4392.47998046875;383.0199890136719;1959.56005859375;7539.0498046875;797.2899780273438;538.4000244140625;1198.550048828125;366.7525329589844;171.27999877929688;1100.9300537109375;683.97998046875;1178.0999755859375;694.030029296875;2402.580078125
2010-04-02;;;;;;;;;;;;;;;
2010-04-03;;;;;;;;;;;;;;;
2010-04-04;;;;;;;;;;;;;;;
2010-04-05;10973.5498046875;4415.41015625;384.9200134277344;1977.8299560546875;7600.93017578125;810.1300048828125;541.5900268554688;1212.56005859375;377.67724609375;173.07000732421875;1115.68994140625;697.6500244140625;1187.43994140625;700.7899780273438;2429.530029296875
2010-04-06;10969.990234375;4431.419921875;387.69000244140625;1981.949951171875;7604.43994140625;814.1699829101562;542.47998046875;1214.6300048828125;375.33837890625;172.5800018310547;1115.449951171875;701.47998046875;1189.43994140625;702.3499755859375;2436.81005859375
2010-04-07;10897.51953125;4395.990234375;384.2200012207031;1977.300048828125;7546.18017578125;808.77001953125;539.5900268554688;1213.8199462890625;376.7077331542969;176.0500030517578;1097.3499755859375;699.4600219726562;1182.449951171875;698.3900146484375;2431.159912109375
2010-04-08;10927.0703125;4456.7001953125;382.6499938964844;1980.72998046875;7565.330078125;807.4500122070312;542.02001953125;1216.449951171875;371.29034423828125;175.9499969482422;1104.0400390625;699.6400146484375;1186.43994140625;700.3300170898438;2436.81005859375
2010-04-09;10997.349609375;4507.64990234375;384.9200134277344;1994.4300537109375;7629.0498046875;814.47998046875;545.4600219726562;1228.550048828125;375.5782775878906;177.0;1119.6099853515625;702.9500122070312;1194.3699951171875;705.0900268554688;2454.050048828125
2010-04-10;;;;;;;;;;;;;;;
2010-04-11;;;;;;;;;;;;;;;
2010-04-12;11005.9697265625;4520.7001953125;386.1400146484375;1995.6500244140625;7641.75;815.4199829101562;546.7000122070312;1232.3299560546875;378.7867126464844;174.9600067138672;1120.5799560546875;705.0599975585938;1196.47998046875;706.4000244140625;2457.8701171875
2010-04-13;11019.419921875;4536.66015625;384.3399963378906;2003.81005859375;7638.35009765625;818.6900024414062;546.8800048828125;1238.989990234375;381.14556884765625;173.7100067138672;1116.530029296875;707.030029296875;1197.300048828125;707.0900268554688;2465.989990234375
2010-04-14;11123.1103515625;4645.02978515625;383.9800109863281;2028.8199462890625;7728.9599609375;831.0700073242188;553.02001953125;1261.31005859375;397.53765869140625;174.8699951171875;1128.780029296875;722.4000244140625;1210.6500244140625;715.780029296875;2504.860107421875
2010-04-15;11144.5703125;4724.93017578125;383.6300048828125;2038.6400146484375;7719.66015625;830.6199951171875;553.8699951171875;1269.510009765625;398.6670837402344;173.05999755859375;1130.469970703125;724.2100219726562;1211.6700439453125;716.3599853515625;2515.68994140625
2010-04-16;11018.66015625;4645.75;379.4599914550781;2012.8399658203125;7584.6201171875;820.6199951171875;544.6799926757812;1248.5;393.5595703125;168.6699981689453;1111.8199462890625;714.6199951171875;1192.1300048828125;705.239990234375;2481.260009765625
2010-04-17;;;;;;;;;;;;;;;
2010-04-18;;;;;;;;;;;;;;;
2010-04-19;11092.0498046875;4608.58984375;379.7900085449219;2013.530029296875;7596.56005859375;818.0800170898438;547.989990234375;1248.530029296875;389.4715576171875;168.47000122070312;1112.31005859375;711.4000244140625;1197.52001953125;707.1900024414062;2480.110107421875
2010-04-20;11117.0595703125;4656.240234375;384.260009765625;2023.5999755859375;7669.10986328125;828.5700073242188;551.0800170898438;1258.5;395.51861572265625;168.00999450683594;1130.1400146484375;721.5499877929688;1207.1700439453125;713.6199951171875;2500.31005859375
2010-04-21;11124.919921875;4670.47021484375;384.4200134277344;2034.530029296875;7644.669921875;831.780029296875;550.0499877929688;1266.719970703125;391.230712890625;168.61000061035156;1120.9100341796875;726.1900024414062;1205.93994140625;713.5499877929688;2504.610107421875
2010-04-22;11134.2900390625;4706.56982421875;384.8800048828125;2045.1600341796875;7642.830078125;841.5999755859375;549.3599853515625;1277.81005859375;398.7470703125;170.5500030517578;1115.1400146484375;734.3099975585938;1208.6700439453125;716.22998046875;2519.070068359375
2010-04-23;11204.2802734375;4751.330078125;388.5199890136719;2055.330078125;7701.60986328125;849.8200073242188;552.6599731445312;1281.81005859375;400.2263488769531;172.42999267578125;1133.43994140625;741.9199829101562;1217.280029296875;721.8099975585938;2530.14990234375
2010-04-24;;;;;;;;;;;;;;;
2010-04-25;;;;;;;;;;;;;;;
2010-04-26;11205.0302734375;4756.35009765625;386.8699951171875;2049.090087890625;7677.64990234375;846.0499877929688;550.1799926757812;1276.3299560546875;400.61614990234375;172.49000549316406;1126.4599609375;738.8599853515625;1212.050048828125;718.739990234375;2522.949951171875
2010-04-27;10991.990234375;4637.60009765625;380.1400146484375;2006.25;7463.08984375;825.6099853515625;538.1300048828125;1251.6800537109375;386.5929260253906;171.88999938964844;1096.1800537109375;721.27001953125;1183.7099609375;701.8400268554688;2471.469970703125
2010-04-28;11045.26953125;4657.75;384.3500061035156;2007.5899658203125;7499.72021484375;827.4199829101562;542.0499877929688;1250.760009765625;388.4420471191406;176.60000610351562;1105.81005859375;722.3900146484375;1191.3599853515625;705.7999877929688;2471.72998046875
2010-04-29;11167.3203125;4762.7099609375;384.6499938964844;2042.8900146484375;7589.2900390625;839.5499877929688;548.760009765625;1266.469970703125;393.7794494628906;178.58999633789062;1103.81005859375;737.739990234375;1206.780029296875;715.6400146484375;2511.919921875
2010-04-30;11008.6103515625;4670.919921875;387.95001220703125;2000.6300048828125;7474.39990234375;823.0599975585938;540.280029296875;1236.530029296875;375.88812255859375;179.02000427246094;1096.239990234375;716.5999755859375;1186.68994140625;702.9400024414062;2461.18994140625
2010-05-01;;;;;;;;;;;;;;;
2010-05-02;;;;;;;;;;;;;;;
2010-05-03;11151.830078125;4806.009765625;392.760009765625;2031.5999755859375;7543.1201171875;836.239990234375;547.0499877929688;1255.5;385.7833251953125;176.57000732421875;1101.4100341796875;732.8200073242188;1202.260009765625;712.719970703125;2498.739990234375
2010-05-04;10926.76953125;4621.14013671875;385.1700134277344;1968.969970703125;7337.25;812.1699829101562;534.7899780273438;1215.489990234375;368.3017883300781;174.38999938964844;1076.5;709.7000122070312;1173.5999755859375;694.8800048828125;2424.25
2010-05-05;10866.830078125;4557.08984375;382.32000732421875;1958.260009765625;7258.02001953125;803.219970703125;531.4500122070312;1205.22998046875;364.36370849609375;172.86000061035156;1053.0999755859375;698.5800170898438;1165.8699951171875;689.3200073242188;2402.2900390625
2010-05-06;10520.3203125;4412.1201171875;372.0400085449219;1893.75;7011.919921875;776.2100219726562;513.7999877929688;1166.3599853515625;352.3695068359375;174.58999633789062;1018.030029296875;672.22998046875;1128.1500244140625;666.5900268554688;2319.639892578125
2010-05-07;10380.4296875;4298.1201171875;370.8500061035156;1849.43994140625;6916.18017578125;756.6400146484375;506.75;1137.9100341796875;346.5823059082031;171.8800048828125;1001.219970703125;653.0;1110.8800048828125;655.02001953125;2265.639892578125
2010-05-08;;;;;;;;;;;;;;;
2010-05-09;;;;;;;;;;;;;;;
2010-05-10;10785.1396484375;4535.830078125;381.6499938964844;1942.6099853515625;7257.6201171875;796.1400146484375;527.4099731445312;1197.0799560546875;367.3022766113281;176.67999267578125;1039.3900146484375;689.6099853515625;1159.72998046875;684.739990234375;2374.669921875
2010-05-11;10748.259765625;4561.0498046875;382.3999938964844;1940.47998046875;7221.66015625;798.3400268554688;525.5499877929688;1193.3299560546875;364.5536193847656;184.25;1027.27001953125;695.47998046875;1155.7900390625;683.3499755859375;2375.31005859375
2010-05-12;10896.91015625;4657.85986328125;384.8399963378906;1975.5799560546875;7316.35986328125;816.0999755859375;531.75;1219.949951171875;374.8985900878906;186.05999755859375;1039.1500244140625;716.1099853515625;1171.6700439453125;694.3300170898438;2425.02001953125
2010-05-13;10782.9501953125;4573.77001953125;382.739990234375;1945.52001953125;7234.3701171875;808.6300048828125;525.3200073242188;1206.0899658203125;364.7834777832031;182.75999450683594;1029.989990234375;709.8499755859375;1157.43994140625;686.3300170898438;2394.360107421875
2010-05-14;10620.16015625;4487.72998046875;379.82000732421875;1907.0999755859375;7077.64013671875;789.3099975585938;516.1900024414062;1183.6800537109375;353.6888427734375;183.8000030517578;1007.760009765625;693.97998046875;1135.6800537109375;672.8900146484375;2346.85009765625
2010-05-15;;;;;;;;;;;;;;;
2010-05-16;;;;;;;;;;;;;;;
2010-05-17;10625.830078125;4479.080078125;379.489990234375;1915.449951171875;7063.830078125;790.7999877929688;516.3300170898438;1187.1300048828125;359.2162170410156;179.9600067138672;1000.510009765625;695.7100219726562;1136.93994140625;673.6599731445312;2354.22998046875
2010-05-18;10510.9501953125;4420.3798828125;375.489990234375;1887.06005859375;6959.2099609375;778.9400024414062;509.19000244140625;1169.050048828125;348.6813049316406;178.75;993.4199829101562;682.75;1120.800048828125;663.75;2317.260009765625
2010-05-19;10444.3701171875;4374.83984375;371.3900146484375;1873.4200439453125;6927.2099609375;771.219970703125;507.2300109863281;1159.6400146484375;350.6703186035156;172.52999877929688;988.2999877929688;674.4000244140625;1115.050048828125;659.5599975585938;2298.3701171875
2010-05-20;10068.009765625;4160.509765625;359.8299865722656;1800.1199951171875;6653.0;738.1400146484375;487.92999267578125;1114.25;340.4352722167969;164.82000732421875;951.1500244140625;640.0399780273438;1071.5899658203125;632.989990234375;2204.010009765625
2010-05-21;10193.3896484375;4241.58984375;361.7900085449219;1822.77001953125;6775.4501953125;749.969970703125;494.30999755859375;1122.469970703125;348.9411315917969;166.11000061035156;964.8099975585938;649.2899780273438;1087.68994140625;642.6400146484375;2229.0400390625
2010-05-22;;;;;;;;;;;;;;;
2010-05-23;;;;;;;;;;;;;;;
2010-05-24;10066.5703125;4199.52001953125;358.5;1815.280029296875;6666.740234375;742.1500244140625;488.1099853515625;1117.8900146484375;342.3743591308594;166.05999755859375;940.489990234375;641.2100219726562;1073.6500244140625;634.6500244140625;2213.550048828125
2010-05-25;10043.75;4199.56982421875;355.989990234375;1815.6800537109375;6665.830078125;741.280029296875;487.9700012207031;1113.800048828125;344.3433837890625;171.1999969482422;940.8300170898438;640.02001953125;1074.030029296875;634.719970703125;2210.949951171875
2010-05-26;9974.4501953125;4247.27978515625;354.5899963378906;1796.469970703125;6631.35986328125;743.2000122070312;484.1199951171875;1102.1800537109375;343.6137390136719;170.74000549316406;931.5800170898438;642.6199951171875;1067.949951171875;632.239990234375;2195.8798828125
2010-05-27;10258.990234375;4381.97998046875;361.7900085449219;1862.7099609375;6893.2900390625;771.4299926757812;499.0799865722656;1146.8499755859375;361.3751220703125;175.60000610351562;981.6799926757812;670.510009765625;1103.06005859375;653.9299926757812;2277.679931640625
2010-05-28;10136.6298828125;4336.06005859375;361.19000244140625;1852.3900146484375;6791.56982421875;762.760009765625;493.05999755859375;1140.3900146484375;355.4880065917969;173.92999267578125;963.47998046875;661.6099853515625;1089.4100341796875;646.0399780273438;2257.0400390625
2010-05-29;;;;;;;;;;;;;;;
2010-05-30;;;;;;;;;;;;;;;
2010-05-31;;;;;;;;;;;;;;;
2010-06-01;10024.01953125;4232.77978515625;353.0199890136719;1835.0400390625;6661.10009765625;742.5800170898438;486.239990234375;1131.4000244140625;347.4418640136719;173.02000427246094;914.0900268554688;640.9600219726562;1070.7099609375;633.52001953125;2222.330078125
