Datetime,Open,High,Low,Close,Adj Close,Volume
2021-02-09 09:30:00-05:00,3910.489990234375,3910.489990234375,3905.3701171875,3906.090087890625,3906.090087890625,0
2021-02-09 09:31:00-05:00,3906.139892578125,3907.530029296875,3906.139892578125,3907.340087890625,3907.340087890625,10072867
2021-02-09 09:32:00-05:00,3907.4599609375,3908.239990234375,3906.909912109375,3907.580078125,3907.580078125,10588828
2021-02-09 09:33:00-05:00,3907.830078125,3909.18994140625,3907.679931640625,3907.679931640625,3907.679931640625,11161621
2021-02-09 09:34:00-05:00,3907.860107421875,3908.300048828125,3907.2099609375,3907.47998046875,3907.47998046875,8973126
2021-02-09 09:35:00-05:00,3907.47998046875,3909.409912109375,3907.2900390625,3907.47998046875,3907.47998046875,11190825
2021-02-09 09:36:00-05:00,3907.699951171875,3908.75,3907.5400390625,3908.489990234375,3908.489990234375,8002952
2021-02-09 09:37:00-05:00,3908.139892578125,3908.570068359375,3907.159912109375,3908.419921875,3908.419921875,8297627
2021-02-09 09:38:00-05:00,3908.550048828125,3909.0400390625,3908.010009765625,3908.0400390625,3908.0400390625,7929594
2021-02-09 09:39:00-05:00,3908.050048828125,3908.050048828125,3905.969970703125,3905.969970703125,3905.969970703125,7456255
2021-02-09 09:40:00-05:00,3906.070068359375,3906.89990234375,3904.090087890625,3904.090087890625,3904.090087890625,9337314
2021-02-09 09:41:00-05:00,3904.169921875,3904.169921875,3902.639892578125,3903.300048828125,3903.300048828125,9389012
2021-02-09 09:42:00-05:00,3903.22998046875,3904.68994140625,3903.070068359375,3904.489990234375,3904.489990234375,7959978
2021-02-09 09:43:00-05:00,3904.489990234375,3904.510009765625,3903.31005859375,3903.93994140625,3903.93994140625,8282543
2021-02-09 09:44:00-05:00,3903.800048828125,3906.699951171875,3903.679931640625,3906.669921875,3906.669921875,6889265
2021-02-09 09:45:00-05:00,3906.530029296875,3909.27001953125,3906.530029296875,3908.639892578125,3908.639892578125,12708519
2021-02-09 09:46:00-05:00,3908.679931640625,3910.050048828125,3908.530029296875,3909.590087890625,3909.590087890625,19304801
2021-02-09 09:47:00-05:00,3909.6201171875,3910.110107421875,3909.489990234375,3909.56005859375,3909.56005859375,6350549
2021-02-09 09:48:00-05:00,3909.330078125,3909.5,3908.639892578125,3909.5,3909.5,6817265
2021-02-09 09:49:00-05:00,3909.52001953125,3909.52001953125,3907.510009765625,3908.06005859375,3908.06005859375,6239246
2021-02-09 09:50:00-05:00,3908.0400390625,3909.739990234375,3908.0400390625,3909.739990234375,3909.739990234375,6575049
2021-02-09 09:51:00-05:00,3909.760009765625,3909.830078125,3908.97998046875,3909.830078125,3909.830078125,6289315
2021-02-09 09:52:00-05:00,3909.830078125,3909.9599609375,3909.550048828125,3909.93994140625,3909.93994140625,6553392
2021-02-09 09:53:00-05:00,3910.0400390625,3910.739990234375,3909.8798828125,3910.56005859375,3910.56005859375,6688219
2021-02-09 09:54:00-05:00,3910.52001953125,3911.56005859375,3910.35009765625,3911.47998046875,3911.47998046875,7005637
2021-02-09 09:55:00-05:00,3911.35009765625,3911.919921875,3911.0400390625,3911.780029296875,3911.780029296875,24991869
2021-02-09 09:56:00-05:00,3911.89990234375,3912.280029296875,3911.530029296875,3912.0400390625,3912.0400390625,5718128
2021-02-09 09:57:00-05:00,3912.14990234375,3912.77001953125,3911.81005859375,3911.840087890625,3911.840087890625,5956822
2021-02-09 09:58:00-05:00,3911.89990234375,3912.570068359375,3911.800048828125,3912.159912109375,3912.159912109375,5138924
2021-02-09 09:59:00-05:00,3912.139892578125,3912.590087890625,3911.070068359375,3911.1298828125,3911.1298828125,7518514
2021-02-09 10:00:00-05:00,3910.52001953125,3912.27001953125,3910.280029296875,3912.27001953125,3912.27001953125,7011535
2021-02-09 10:01:00-05:00,3912.219970703125,3913.0400390625,3911.840087890625,3912.97998046875,3912.97998046875,6478063
2021-02-09 10:02:00-05:00,3912.77001953125,3912.800048828125,3911.110107421875,3911.110107421875,3911.110107421875,7183282
2021-02-09 10:03:00-05:00,3910.97998046875,3911.35009765625,3909.6201171875,3911.35009765625,3911.35009765625,6448253
2021-02-09 10:04:00-05:00,3911.39990234375,3911.550048828125,3909.570068359375,3909.570068359375,3909.570068359375,6399906
2021-02-09 10:05:00-05:00,3909.7099609375,3909.7099609375,3908.35009765625,3909.179931640625,3909.179931640625,5845698
2021-02-09 10:06:00-05:00,3909.14990234375,3909.800048828125,3909.0400390625,3909.489990234375,3909.489990234375,5747874
2021-02-09 10:07:00-05:00,3909.47998046875,3910.010009765625,3909.06005859375,3910.010009765625,3910.010009765625,5106055
2021-02-09 10:08:00-05:00,3910.050048828125,3911.570068359375,3910.050048828125,3911.570068359375,3911.570068359375,5146166
2021-02-09 10:09:00-05:00,3911.679931640625,3912.06005859375,3911.239990234375,3911.409912109375,3911.409912109375,8513883
2021-02-09 10:10:00-05:00,3911.489990234375,3913.489990234375,3911.489990234375,3913.14990234375,3913.14990234375,5402060
2021-02-09 10:11:00-05:00,3913.27001953125,3913.510009765625,3913.010009765625,3913.010009765625,3913.010009765625,5211000
2021-02-09 10:12:00-05:00,3913.030029296875,3913.300048828125,3912.610107421875,3913.179931640625,3913.179931640625,5463891
2021-02-09 10:13:00-05:00,3913.1201171875,3913.580078125,3913.1201171875,3913.179931640625,3913.179931640625,5329144
2021-02-09 10:14:00-05:00,3913.2099609375,3913.610107421875,3912.719970703125,3913.5400390625,3913.5400390625,5976120
2021-02-09 10:15:00-05:00,3913.56005859375,3913.739990234375,3913.320068359375,3913.4599609375,3913.4599609375,5044683
2021-02-09 10:16:00-05:00,3913.530029296875,3913.719970703125,3912.5,3912.919921875,3912.919921875,5697235
2021-02-09 10:17:00-05:00,3912.9599609375,3913.52001953125,3912.949951171875,3913.010009765625,3913.010009765625,4688846
2021-02-09 10:18:00-05:00,3913.0400390625,3913.3701171875,3912.889892578125,3913.3701171875,3913.3701171875,5400997
2021-02-09 10:19:00-05:00,3913.43994140625,3913.739990234375,3913.1201171875,3913.22998046875,3913.22998046875,4704839
2021-02-09 10:20:00-05:00,3913.280029296875,3913.39990234375,3913.06005859375,3913.06005859375,3913.06005859375,4330828
2021-02-09 10:21:00-05:00,3913.0,3913.06005859375,3912.320068359375,3912.830078125,3912.830078125,4891495
2021-02-09 10:22:00-05:00,3912.830078125,3913.25,3912.590087890625,3913.070068359375,3913.070068359375,3949787
2021-02-09 10:23:00-05:00,3913.080078125,3913.300048828125,3912.7099609375,3912.8701171875,3912.8701171875,4769850
2021-02-09 10:24:00-05:00,3912.820068359375,3912.919921875,3912.340087890625,3912.3798828125,3912.3798828125,4581827
2021-02-09 10:25:00-05:00,3912.3798828125,3913.389892578125,3912.280029296875,3913.280029296875,3913.280029296875,4774553
2021-02-09 10:26:00-05:00,3913.219970703125,3913.300048828125,3911.77001953125,3911.81005859375,3911.81005859375,4714811
2021-02-09 10:27:00-05:00,3911.780029296875,3911.7900390625,3911.010009765625,3911.199951171875,3911.199951171875,4127180
2021-02-09 10:28:00-05:00,3911.18994140625,3911.489990234375,3910.969970703125,3911.14990234375,3911.14990234375,4489324
2021-02-09 10:29:00-05:00,3911.070068359375,3911.820068359375,3911.070068359375,3911.47998046875,3911.47998046875,4323013
2021-02-09 10:30:00-05:00,3911.580078125,3912.3798828125,3911.419921875,3912.239990234375,3912.239990234375,4989542
2021-02-09 10:31:00-05:00,3912.320068359375,3912.68994140625,3912.260009765625,3912.6201171875,3912.6201171875,4399385
2021-02-09 10:32:00-05:00,3912.68994140625,3912.68994140625,3912.219970703125,3912.2900390625,3912.2900390625,4318511
2021-02-09 10:33:00-05:00,3912.280029296875,3913.35009765625,3912.199951171875,3912.7099609375,3912.7099609375,4525571
2021-02-09 10:34:00-05:00,3912.72998046875,3912.780029296875,3911.760009765625,3911.909912109375,3911.909912109375,5218148
2021-02-09 10:35:00-05:00,3911.969970703125,3913.090087890625,3911.7900390625,3912.840087890625,3912.840087890625,4954996
2021-02-09 10:36:00-05:00,3912.8798828125,3913.68994140625,3912.860107421875,3913.590087890625,3913.590087890625,4370350
2021-02-09 10:37:00-05:00,3913.60009765625,3913.919921875,3912.820068359375,3913.06005859375,3913.06005859375,4551725
2021-02-09 10:38:00-05:00,3913.02001953125,3913.35009765625,3912.860107421875,3913.110107421875,3913.110107421875,4263238
2021-02-09 10:39:00-05:00,3913.1201171875,3913.360107421875,3912.889892578125,3913.360107421875,3913.360107421875,4030515
2021-02-09 10:40:00-05:00,3913.360107421875,3913.840087890625,3913.31005859375,3913.340087890625,3913.340087890625,4084227
2021-02-09 10:41:00-05:00,3913.35009765625,3914.070068359375,3913.31005859375,3914.070068359375,3914.070068359375,4422156
2021-02-09 10:42:00-05:00,3914.10009765625,3914.31005859375,3913.9599609375,3914.090087890625,3914.090087890625,4144110
2021-02-09 10:43:00-05:00,3914.14990234375,3914.179931640625,3913.169921875,3913.169921875,3913.169921875,4418460
2021-02-09 10:44:00-05:00,3913.110107421875,3913.3798828125,3912.590087890625,3912.800048828125,3912.800048828125,4202784
2021-02-09 10:45:00-05:00,3912.77001953125,3913.030029296875,3909.919921875,3910.0400390625,3910.0400390625,6623658
2021-02-09 10:46:00-05:00,3909.969970703125,3911.10009765625,3909.969970703125,3911.090087890625,3911.090087890625,3916590
2021-02-09 10:47:00-05:00,3911.0400390625,3911.840087890625,3911.0,3911.239990234375,3911.239990234375,4235950
2021-02-09 10:48:00-05:00,3911.139892578125,3911.139892578125,3910.469970703125,3910.56005859375,3910.56005859375,4710861
2021-02-09 10:49:00-05:00,3910.5400390625,3910.659912109375,3910.239990234375,3910.35009765625,3910.35009765625,4125693
2021-02-09 10:50:00-05:00,3910.3798828125,3911.110107421875,3910.3701171875,3910.909912109375,3910.909912109375,4086898
2021-02-09 10:51:00-05:00,3910.9599609375,3910.9599609375,3910.35009765625,3910.449951171875,3910.449951171875,3841241
2021-02-09 10:52:00-05:00,3910.4599609375,3910.77001953125,3910.340087890625,3910.7099609375,3910.7099609375,3320389
2021-02-09 10:53:00-05:00,3910.679931640625,3910.719970703125,3910.110107421875,3910.110107421875,3910.110107421875,5205560
2021-02-09 10:54:00-05:00,3910.010009765625,3910.610107421875,3910.0,3910.610107421875,3910.610107421875,4129113
2021-02-09 10:55:00-05:00,3910.60009765625,3910.6298828125,3909.97998046875,3910.1298828125,3910.1298828125,4154532
2021-02-09 10:56:00-05:00,3910.14990234375,3910.18994140625,3909.639892578125,3909.929931640625,3909.929931640625,5176597
2021-02-09 10:57:00-05:00,3909.909912109375,3910.580078125,3909.47998046875,3910.47998046875,3910.47998046875,5196854
2021-02-09 10:58:00-05:00,3910.489990234375,3910.489990234375,3909.570068359375,3909.780029296875,3909.780029296875,4956118
2021-02-09 10:59:00-05:00,3909.75,3910.429931640625,3909.68994140625,3910.179931640625,3910.179931640625,4942182
2021-02-09 11:00:00-05:00,3910.139892578125,3910.14990234375,3909.22998046875,3909.22998046875,3909.22998046875,5510587
2021-02-09 11:01:00-05:00,3909.239990234375,3909.550048828125,3908.85009765625,3908.97998046875,3908.97998046875,4883390
2021-02-09 11:02:00-05:00,3908.989990234375,3909.169921875,3908.639892578125,3908.9599609375,3908.9599609375,4551146
2021-02-09 11:03:00-05:00,3908.949951171875,3909.280029296875,3908.719970703125,3908.7900390625,3908.7900390625,4574211
2021-02-09 11:04:00-05:00,3908.820068359375,3909.419921875,3908.820068359375,3909.3798828125,3909.3798828125,4460233
2021-02-09 11:05:00-05:00,3909.35009765625,3909.419921875,3908.610107421875,3908.7099609375,3908.7099609375,4334517
2021-02-09 11:06:00-05:00,3908.6201171875,3908.6201171875,3907.81005859375,3907.840087890625,3907.840087890625,5105864
2021-02-09 11:07:00-05:00,3907.8701171875,3907.989990234375,3907.530029296875,3907.97998046875,3907.97998046875,3732930
2021-02-09 11:08:00-05:00,3908.010009765625,3908.280029296875,3907.679931640625,3907.719970703125,3907.719970703125,3760532
2021-02-09 11:09:00-05:00,3907.75,3907.8701171875,3907.1201171875,3907.1201171875,3907.1201171875,3329457
2021-02-09 11:10:00-05:00,3907.10009765625,3907.10009765625,3905.56005859375,3905.659912109375,3905.659912109375,4686014
2021-02-09 11:11:00-05:00,3905.64990234375,3906.050048828125,3904.7099609375,3906.050048828125,3906.050048828125,4945046
2021-02-09 11:12:00-05:00,3906.050048828125,3906.7900390625,3905.81005859375,3906.5,3906.5,5168122
2021-02-09 11:13:00-05:00,3906.5400390625,3906.570068359375,3906.2099609375,3906.570068359375,3906.570068359375,4306331
2021-02-09 11:14:00-05:00,3906.60009765625,3907.1201171875,3906.360107421875,3906.830078125,3906.830078125,4212838
2021-02-09 11:15:00-05:00,3906.81005859375,3906.81005859375,3906.169921875,3906.510009765625,3906.510009765625,4436414
2021-02-09 11:16:00-05:00,3906.5400390625,3906.5400390625,3905.5,3905.5,3905.5,4074387
2021-02-09 11:17:00-05:00,3905.5,3905.5400390625,3904.860107421875,3904.8798828125,3904.8798828125,4091640
2021-02-09 11:18:00-05:00,3904.85009765625,3904.89990234375,3903.6201171875,3904.080078125,3904.080078125,4980843
2021-02-09 11:19:00-05:00,3904.199951171875,3904.780029296875,3904.199951171875,3904.43994140625,3904.43994140625,3921618
2021-02-09 11:20:00-05:00,3904.4599609375,3905.219970703125,3904.18994140625,3905.219970703125,3905.219970703125,4277302
2021-02-09 11:21:00-05:00,3905.300048828125,3905.56005859375,3905.139892578125,3905.469970703125,3905.469970703125,4240750
2021-02-09 11:22:00-05:00,3905.469970703125,3906.409912109375,3905.429931640625,3906.169921875,3906.169921875,3541985
2021-02-09 11:23:00-05:00,3906.169921875,3907.550048828125,3906.169921875,3907.27001953125,3907.27001953125,3947162
2021-02-09 11:24:00-05:00,3907.31005859375,3907.929931640625,3907.2099609375,3907.830078125,3907.830078125,3692254
2021-02-09 11:25:00-05:00,3907.830078125,3908.260009765625,3907.610107421875,3908.22998046875,3908.22998046875,3638160
2021-02-09 11:26:00-05:00,3908.25,3908.659912109375,3908.25,3908.610107421875,3908.610107421875,4348067
2021-02-09 11:27:00-05:00,3908.580078125,3908.639892578125,3908.02001953125,3908.639892578125,3908.639892578125,3923574
2021-02-09 11:28:00-05:00,3908.639892578125,3908.639892578125,3908.159912109375,3908.27001953125,3908.27001953125,3968762
2021-02-09 11:29:00-05:00,3908.239990234375,3908.239990234375,3906.929931640625,3906.9599609375,3906.9599609375,3960939
2021-02-09 11:30:00-05:00,3906.93994140625,3907.25,3906.60009765625,3906.989990234375,3906.989990234375,3723682
2021-02-09 11:31:00-05:00,3906.989990234375,3907.659912109375,3906.85009765625,3907.14990234375,3907.14990234375,3555635
2021-02-09 11:32:00-05:00,3907.219970703125,3907.6298828125,3906.949951171875,3906.97998046875,3906.97998046875,3736694
2021-02-09 11:33:00-05:00,3906.919921875,3907.030029296875,3906.070068359375,3907.02001953125,3907.02001953125,3868180
2021-02-09 11:34:00-05:00,3907.159912109375,3908.97998046875,3907.159912109375,3908.929931640625,3908.929931640625,3619286
2021-02-09 11:35:00-05:00,3908.919921875,3909.989990234375,3908.8798828125,3909.9599609375,3909.9599609375,3569400
2021-02-09 11:36:00-05:00,3909.9599609375,3910.590087890625,3909.919921875,3910.27001953125,3910.27001953125,4556630
2021-02-09 11:37:00-05:00,3910.280029296875,3910.389892578125,3910.010009765625,3910.010009765625,3910.010009765625,4209982
2021-02-09 11:38:00-05:00,3910.02001953125,3910.239990234375,3909.919921875,3909.989990234375,3909.989990234375,3366826
2021-02-09 11:39:00-05:00,3909.909912109375,3909.909912109375,3909.3701171875,3909.39990234375,3909.39990234375,3700345
2021-02-09 11:40:00-05:00,3909.43994140625,3910.409912109375,3909.429931640625,3910.39990234375,3910.39990234375,3090636
2021-02-09 11:41:00-05:00,3910.419921875,3911.1201171875,3910.419921875,3910.989990234375,3910.989990234375,3252153
2021-02-09 11:42:00-05:00,3910.9599609375,3911.10009765625,3910.510009765625,3910.510009765625,3910.510009765625,4134941
2021-02-09 11:43:00-05:00,3910.510009765625,3911.320068359375,3910.5,3911.320068359375,3911.320068359375,3738610
2021-02-09 11:44:00-05:00,3911.31005859375,3911.56005859375,3910.909912109375,3910.909912109375,3910.909912109375,4863393
2021-02-09 11:45:00-05:00,3911.080078125,3911.14990234375,3910.85009765625,3911.0400390625,3911.0400390625,3491101
2021-02-09 11:46:00-05:00,3911.030029296875,3911.159912109375,3910.949951171875,3911.0400390625,3911.0400390625,3199922
2021-02-09 11:47:00-05:00,3911.010009765625,3911.679931640625,3911.010009765625,3911.659912109375,3911.659912109375,3791764
2021-02-09 11:48:00-05:00,3911.669921875,3912.22998046875,3911.669921875,3912.14990234375,3912.14990234375,2910710
2021-02-09 11:49:00-05:00,3912.18994140625,3912.5400390625,3912.169921875,3912.22998046875,3912.22998046875,3465998
2021-02-09 11:50:00-05:00,3912.22998046875,3912.340087890625,3911.800048828125,3911.800048828125,3911.800048828125,2744944
2021-02-09 11:51:00-05:00,3911.800048828125,3912.280029296875,3911.590087890625,3911.860107421875,3911.860107421875,3077994
2021-02-09 11:52:00-05:00,3911.860107421875,3911.969970703125,3911.659912109375,3911.760009765625,3911.760009765625,2931144
2021-02-09 11:53:00-05:00,3911.780029296875,3911.8701171875,3911.639892578125,3911.830078125,3911.830078125,2806389
2021-02-09 11:54:00-05:00,3911.830078125,3911.909912109375,3911.489990234375,3911.669921875,3911.669921875,5109279
2021-02-09 11:55:00-05:00,3911.659912109375,3911.7099609375,3911.2900390625,3911.550048828125,3911.550048828125,3300382
2021-02-09 11:56:00-05:00,3911.56005859375,3911.610107421875,3910.949951171875,3910.949951171875,3910.949951171875,3100296
2021-02-09 11:57:00-05:00,3910.9599609375,3910.969970703125,3910.449951171875,3910.5,3910.5,3089264
2021-02-09 11:58:00-05:00,3910.47998046875,3910.60009765625,3910.179931640625,3910.60009765625,3910.60009765625,3205668
2021-02-09 11:59:00-05:00,3910.60009765625,3910.60009765625,3910.010009765625,3910.090087890625,3910.090087890625,3242788
2021-02-09 12:00:00-05:00,3910.070068359375,3910.169921875,3909.75,3910.02001953125,3910.02001953125,3614613
2021-02-09 12:01:00-05:00,3910.18994140625,3910.320068359375,3909.719970703125,3910.22998046875,3910.22998046875,2793139
2021-02-09 12:02:00-05:00,3910.239990234375,3910.800048828125,3910.239990234375,3910.570068359375,3910.570068359375,6780135
2021-02-09 12:03:00-05:00,3910.590087890625,3910.6298828125,3910.1201171875,3910.139892578125,3910.139892578125,3290322
2021-02-09 12:04:00-05:00,3910.110107421875,3910.6201171875,3910.010009765625,3910.6201171875,3910.6201171875,6976910
2021-02-09 12:05:00-05:00,3910.6298828125,3911.830078125,3910.6298828125,3911.739990234375,3911.739990234375,3905007
