Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-04-09 09:30:00-04:00,42.5,42.91749954223633,42.4900016784668,42.905799865722656,6407690,0.0,0.0
2018-04-09 10:30:00-04:00,42.900001525878906,43.025001525878906,42.84375,43.0099983215332,3595770,0.0,0.0
2018-04-09 11:30:00-04:00,43.01250076293945,43.244998931884766,42.994998931884766,43.125,3494781,0.0,0.0
2018-04-09 12:30:00-04:00,43.122501373291016,43.25,42.98749923706055,43.205326080322266,2561041,0.0,0.0
2018-04-09 13:30:00-04:00,43.20500183105469,43.25749969482422,42.994998931884766,43.0724983215332,2538754,0.0,0.0
2018-04-09 14:30:00-04:00,43.07500076293945,43.11750030517578,42.76499938964844,42.876251220703125,3120363,0.0,0.0
2018-04-09 15:30:00-04:00,42.8650016784668,42.88999938964844,42.46875,42.5099983215332,3321503,0.0,0.0
2018-04-10 09:30:00-04:00,43.25,43.375,42.98749923706055,43.28630065917969,6985980,0.0,0.0
2018-04-10 10:30:00-04:00,43.280250549316406,43.3650016784668,43.189998626708984,43.272499084472656,3676937,0.0,0.0
2018-04-10 11:30:00-04:00,43.272499084472656,43.375,42.89250183105469,43.0,3739576,0.0,0.0
2018-04-10 12:30:00-04:00,42.99250030517578,43.23500061035156,42.974998474121094,43.189998626708984,2331801,0.0,0.0
2018-04-10 13:30:00-04:00,43.1974983215332,43.349998474121094,43.10499954223633,43.255001068115234,2924692,0.0,0.0
2018-04-10 14:30:00-04:00,43.27750015258789,43.49250030517578,43.130001068115234,43.46500015258789,3821443,0.0,0.0
2018-04-10 15:30:00-04:00,43.46500015258789,43.470001220703125,43.219974517822266,43.3125,2769996,0.0,0.0
2018-04-11 09:30:00-04:00,43.002498626708984,43.24712371826172,42.935001373291016,43.244998931884766,5611264,0.0,0.0
2018-04-11 10:30:00-04:00,43.25,43.307498931884766,43.06999969482422,43.17250061035156,2799086,0.0,0.0
2018-04-11 11:30:00-04:00,43.17110061645508,43.47999954223633,43.1349983215332,43.32749938964844,2584689,0.0,0.0
2018-04-11 12:30:00-04:00,43.337501525878906,43.349998474121094,43.17499923706055,43.290000915527344,1893653,0.0,0.0
2018-04-11 13:30:00-04:00,43.28125,43.37874984741211,43.162498474121094,43.310001373291016,2319133,0.0,0.0
2018-04-11 14:30:00-04:00,43.31737518310547,43.407501220703125,43.04750061035156,43.099998474121094,2653774,0.0,0.0
2018-04-11 15:30:00-04:00,43.09392547607422,43.17499923706055,43.01499938964844,43.11000061035156,3660364,0.0,0.0
2018-04-12 09:30:00-04:00,43.32749938964844,43.6875,43.26250076293945,43.63750076293945,5833337,0.0,0.0
2018-04-12 10:30:00-04:00,43.650001525878906,43.712501525878906,43.557498931884766,43.647499084472656,3269329,0.0,0.0
2018-04-12 11:30:00-04:00,43.6349983215332,43.6974983215332,43.52750015258789,43.66749954223633,2600005,0.0,0.0
2018-04-12 12:30:00-04:00,43.67250061035156,43.716251373291016,43.459999084472656,43.467498779296875,2248225,0.0,0.0
2018-04-12 13:30:00-04:00,43.4625244140625,43.685001373291016,43.432498931884766,43.63750076293945,2168148,0.0,0.0
2018-04-12 14:30:00-04:00,43.64500045776367,43.75,43.57472610473633,43.72999954223633,2155187,0.0,0.0
2018-04-12 15:30:00-04:00,43.727500915527344,43.74247360229492,43.532501220703125,43.54249954223633,2688273,0.0,0.0
2018-04-13 09:30:00-04:00,43.7400016784668,43.95750045776367,43.48249816894531,43.53499984741211,6026531,0.0,0.0
2018-04-13 10:30:00-04:00,43.52000045776367,43.82749938964844,43.462501525878906,43.79750061035156,3552537,0.0,0.0
2018-04-13 11:30:00-04:00,43.790000915527344,43.837501525878906,43.67499923706055,43.78499984741211,2252542,0.0,0.0
2018-04-13 12:30:00-04:00,43.790000915527344,43.84837341308594,43.66749954223633,43.814998626708984,1603448,0.0,0.0
2018-04-13 13:30:00-04:00,43.817501068115234,43.869998931884766,43.67499923706055,43.709999084472656,2092485,0.0,0.0
2018-04-13 14:30:00-04:00,43.7087516784668,43.790000915527344,43.525001525878906,43.561851501464844,2784047,0.0,0.0
2018-04-13 15:30:00-04:00,43.54750061035156,43.747501373291016,43.52750015258789,43.6875,2111244,0.0,0.0
2018-04-16 09:30:00-04:00,43.75,43.997474670410156,43.709999084472656,43.915950775146484,5613698,0.0,0.0
2018-04-16 10:30:00-04:00,43.92499923706055,43.942501068115234,43.7322998046875,43.85499954223633,2968984,0.0,0.0
2018-04-16 11:30:00-04:00,43.86249923706055,43.912498474121094,43.775001525878906,43.845001220703125,2302013,0.0,0.0
2018-04-16 12:30:00-04:00,43.849998474121094,44.0,43.842498779296875,43.98749923706055,2388708,0.0,0.0
2018-04-16 13:30:00-04:00,43.98749923706055,44.04750061035156,43.92499923706055,43.942501068115234,2562383,0.0,0.0
2018-04-16 14:30:00-04:00,43.935001373291016,44.02000045776367,43.8650016784668,43.912498474121094,2182530,0.0,0.0
2018-04-16 15:30:00-04:00,43.91524887084961,44.02750015258789,43.915000915527344,43.959999084472656,2234975,0.0,0.0
2018-04-17 09:30:00-04:00,44.102500915527344,44.36747360229492,44.102500915527344,44.31999969482422,7226996,0.0,0.0
2018-04-17 10:30:00-04:00,44.32500076293945,44.60499954223633,44.310001373291016,44.59000015258789,3895137,0.0,0.0
2018-04-17 11:30:00-04:00,44.592498779296875,44.66374969482422,44.522525787353516,44.627498626708984,2750982,0.0,0.0
2018-04-17 12:30:00-04:00,44.63249969482422,44.63999938964844,44.459999084472656,44.57500076293945,2190401,0.0,0.0
2018-04-17 13:30:00-04:00,44.58000183105469,44.665000915527344,44.54249954223633,44.596900939941406,2271872,0.0,0.0
2018-04-17 14:30:00-04:00,44.59749984741211,44.689998626708984,44.55762481689453,44.689998626708984,2393475,0.0,0.0
2018-04-17 15:30:00-04:00,44.689998626708984,44.73249816894531,44.51750183105469,44.557498931884766,2959504,0.0,0.0
2018-04-18 09:30:00-04:00,44.474998474121094,44.6974983215332,44.22249984741211,44.307498931884766,5491445,0.0,0.0
2018-04-18 10:30:00-04:00,44.307498931884766,44.50749969482422,44.25749969482422,44.474998474121094,2970029,0.0,0.0
2018-04-18 11:30:00-04:00,44.47999954223633,44.58000183105469,44.44499969482422,44.525001525878906,1882537,0.0,0.0
2018-04-18 12:30:00-04:00,44.532501220703125,44.57749938964844,44.43000030517578,44.55592346191406,1473252,0.0,0.0
2018-04-18 13:30:00-04:00,44.561248779296875,44.654998779296875,44.4474983215332,44.617523193359375,2126222,0.0,0.0
2018-04-18 14:30:00-04:00,44.6150016784668,44.68000030517578,44.55284881591797,44.5724983215332,2019788,0.0,0.0
2018-04-18 15:30:00-04:00,44.56999969482422,44.58000183105469,44.439998626708984,44.459999084472656,2132919,0.0,0.0
2018-04-19 09:30:00-04:00,43.72999954223633,43.845001220703125,43.48249816894531,43.494998931884766,9061020,0.0,0.0
2018-04-19 10:30:00-04:00,43.4900016784668,43.59000015258789,43.317501068115234,43.474998474121094,5149717,0.0,0.0
2018-04-19 11:30:00-04:00,43.477500915527344,43.5,43.290000915527344,43.36000061035156,3168877,0.0,0.0
2018-04-19 12:30:00-04:00,43.352500915527344,43.435001373291016,43.3025016784668,43.377498626708984,2344833,0.0,0.0
2018-04-19 13:30:00-04:00,43.38249969482422,43.49337387084961,43.1974983215332,43.23500061035156,3168001,0.0,0.0
2018-04-19 14:30:00-04:00,43.227500915527344,43.345001220703125,43.16749954223633,43.23249816894531,3439762,0.0,0.0
2018-04-19 15:30:00-04:00,43.23249816894531,43.381248474121094,43.19499969482422,43.20000076293945,5156959,0.0,0.0
