Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-02-22 09:30:00-05:00,128.00999450683594,129.72000122070312,127.91590118408203,129.47000122070312,4810431,0,0
2021-02-22 09:31:00-05:00,129.5,129.5500030517578,129.02999877929688,129.27000427246094,626571,0,0
2021-02-22 09:32:00-05:00,129.260498046875,129.27000427246094,128.77000427246094,128.80850219726562,435626,0,0
2021-02-22 09:33:00-05:00,128.80850219726562,128.89999389648438,128.55999755859375,128.6197967529297,225701,0,0
2021-02-22 09:34:00-05:00,128.07150268554688,128.11990356445312,128.02000427246094,128.06500244140625,878418,0,0
2021-02-22 09:35:00-05:00,128.3800048828125,128.3800048828125,128.0,128.0,621242,0,0
2021-02-22 09:36:00-05:00,128.2100067138672,128.3800048828125,128.10000610351562,128.35499572753906,639465,0,0
2021-02-22 09:37:00-05:00,128.3574981689453,128.52999877929688,128.14999389648438,128.4199981689453,398791,0,0
2021-02-22 09:38:00-05:00,128.41000366210938,128.77000427246094,128.39999389648438,128.66490173339844,351140,0,0
2021-02-22 09:39:00-05:00,128.67849731445312,128.72999572753906,128.42999267578125,128.49000549316406,287057,0,0
2021-02-22 09:40:00-05:00,128.50999450683594,128.50999450683594,128.22000122070312,128.25079345703125,388761,0,0
2021-02-22 09:41:00-05:00,128.25999450683594,128.44869995117188,128.05999755859375,128.05999755859375,341124,0,0
2021-02-22 09:42:00-05:00,128.0500030517578,128.25,128.0,128.23019409179688,315782,0,0
2021-02-22 09:43:00-05:00,128.2301025390625,128.5,128.14999389648438,128.49009704589844,260046,0,0
2021-02-22 09:44:00-05:00,128.47000122070312,128.64999389648438,128.41000366210938,128.57000732421875,267900,0,0
2021-02-22 09:45:00-05:00,128.5800018310547,128.75,128.44000244140625,128.47000122070312,353896,0,0
2021-02-22 09:46:00-05:00,128.4683074951172,128.58999633789062,128.39999389648438,128.5500030517578,281123,0,0
2021-02-22 09:47:00-05:00,128.55999755859375,128.82000732421875,128.55499267578125,128.7100067138672,348309,0,0
2021-02-22 09:48:00-05:00,128.7050018310547,128.9499969482422,128.7050018310547,128.94500732421875,277743,0,0
2021-02-22 09:49:00-05:00,128.9499969482422,128.97999572753906,128.8699951171875,128.92999267578125,300520,0,0
2021-02-22 09:50:00-05:00,128.9355926513672,128.97999572753906,128.80999755859375,128.86050415039062,249739,0,0
2021-02-22 09:51:00-05:00,128.8800048828125,128.9600067138672,128.83099365234375,128.91700744628906,241062,0,0
2021-02-22 09:52:00-05:00,128.9199981689453,129.0500030517578,128.86000061035156,128.86000061035156,320004,0,0
2021-02-22 09:53:00-05:00,128.86000061035156,128.88999938964844,128.7100067138672,128.72610473632812,289547,0,0
2021-02-22 09:54:00-05:00,128.7238006591797,128.74000549316406,128.57000732421875,128.69500732421875,293447,0,0
2021-02-22 09:55:00-05:00,128.6999969482422,128.85000610351562,128.5789031982422,128.5789031982422,290096,0,0
2021-02-22 09:56:00-05:00,128.57989501953125,128.77000427246094,128.57020568847656,128.71499633789062,176128,0,0
2021-02-22 09:57:00-05:00,128.72000122070312,128.80999755859375,128.4600067138672,128.5500030517578,254557,0,0
2021-02-22 09:58:00-05:00,128.5500030517578,128.6699981689453,128.5500030517578,128.58999633789062,151881,0,0
2021-02-22 09:59:00-05:00,128.58999633789062,128.60000610351562,128.4199981689453,128.48500061035156,327647,0,0
2021-02-22 10:00:00-05:00,128.4801025390625,128.72999572753906,128.4199981689453,128.70970153808594,269701,0,0
2021-02-22 10:01:00-05:00,128.7100067138672,128.85000610351562,128.58999633789062,128.61500549316406,257327,0,0
2021-02-22 10:02:00-05:00,128.61000061035156,128.67999267578125,128.52000427246094,128.64700317382812,159675,0,0
2021-02-22 10:03:00-05:00,128.64500427246094,128.74000549316406,128.49000549316406,128.50990295410156,240483,0,0
2021-02-22 10:04:00-05:00,128.5,128.58999633789062,128.38999938964844,128.5399932861328,253458,0,0
2021-02-22 10:05:00-05:00,128.5500030517578,128.55999755859375,128.25999450683594,128.41000366210938,250918,0,0
2021-02-22 10:06:00-05:00,128.41000366210938,128.48280334472656,128.2899932861328,128.30999755859375,224681,0,0
2021-02-22 10:07:00-05:00,128.30499267578125,128.30999755859375,128.0399932861328,128.1761932373047,462585,0,0
2021-02-22 10:08:00-05:00,128.17990112304688,128.17990112304688,127.87999725341797,128.0030059814453,624566,0,0
2021-02-22 10:09:00-05:00,128.00100708007812,128.10000610351562,127.9000015258789,128.0399932861328,324492,0,0
2021-02-22 10:10:00-05:00,128.02999877929688,128.11000061035156,127.91000366210938,127.91500091552734,362854,0,0
2021-02-22 10:11:00-05:00,127.91000366210938,128.0800018310547,127.9000015258789,128.02999877929688,264396,0,0
2021-02-22 10:12:00-05:00,128.03500366210938,128.3699951171875,127.9800033569336,128.33999633789062,364878,0,0
2021-02-22 10:13:00-05:00,128.3350067138672,128.33999633789062,128.17999267578125,128.22999572753906,224019,0,0
2021-02-22 10:14:00-05:00,128.24000549316406,128.25,128.11300659179688,128.16000366210938,151937,0,0
2021-02-22 10:15:00-05:00,128.14999389648438,128.14999389648438,127.69000244140625,127.7699966430664,580247,0,0
2021-02-22 10:16:00-05:00,127.76100158691406,127.8499984741211,127.69999694824219,127.7300033569336,348808,0,0
2021-02-22 10:17:00-05:00,127.73999786376953,127.88330078125,127.72000122070312,127.82929992675781,323501,0,0
2021-02-22 10:18:00-05:00,127.82499694824219,127.83000183105469,127.62000274658203,127.66999816894531,356655,0,0
2021-02-22 10:19:00-05:00,127.68000030517578,127.80999755859375,127.61000061035156,127.75,291743,0,0
2021-02-22 10:20:00-05:00,127.74079895019531,127.88999938964844,127.66000366210938,127.73999786376953,290553,0,0
2021-02-22 10:21:00-05:00,127.73500061035156,127.83000183105469,127.55000305175781,127.5884017944336,340682,0,0
2021-02-22 10:22:00-05:00,127.58000183105469,127.58000183105469,127.36000061035156,127.45999908447266,611012,0,0
