Date,Open,High,Low,Close,Adj Close,Volume
2020-07-31,3270.449951171875,3270.449951171875,3231.669921875,3234.510009765625,3234.510009765625,0
2020-07-31,3234.25,3249.9599609375,3231.280029296875,3247.5400390625,3247.5400390625,344653897
2020-07-31,3247.60009765625,3248.9599609375,3229.39990234375,3235.47998046875,3235.47998046875,269732593
2020-07-31,3235.489990234375,3235.489990234375,3220.260009765625,3234.239990234375,3234.239990234375,231932325
2020-07-31,3234.239990234375,3236.510009765625,3226.590087890625,3232.1201171875,3232.1201171875,227807753
2020-07-31,3232.139892578125,3255.10009765625,3231.75,3252.969970703125,3252.969970703125,289647658
2020-07-31,3253.02001953125,3272.169921875,3252.760009765625,3271.330078125,3271.330078125,457000403
2020-08-03,3288.260009765625,3299.56005859375,3284.530029296875,3292.5400390625,3292.5400390625,0
2020-08-03,3292.610107421875,3296.550048828125,3285.889892578125,3295.14990234375,3295.14990234375,306208544
2020-08-03,3295.1298828125,3300.340087890625,3294.8701171875,3295.360107421875,3295.360107421875,236931100
2020-08-03,3295.3701171875,3298.820068359375,3293.93994140625,3297.510009765625,3297.510009765625,196876289
2020-08-03,3297.52001953125,3300.919921875,3294.659912109375,3300.7099609375,3300.7099609375,216257541
2020-08-03,3300.719970703125,3302.72998046875,3293.31005859375,3296.169921875,3296.169921875,236638414
2020-08-03,3296.25,3299.85009765625,3291.06005859375,3294.419921875,3294.419921875,335878256
2020-08-04,3289.919921875,3300.22998046875,3286.8798828125,3294.27001953125,3294.27001953125,0
2020-08-04,3294.570068359375,3303.050048828125,3292.8798828125,3301.02001953125,3301.02001953125,326722999
2020-08-04,3301.010009765625,3303.010009765625,3294.840087890625,3298.330078125,3298.330078125,249073073
2020-08-04,3298.35009765625,3300.580078125,3293.0400390625,3299.030029296875,3299.030029296875,210210916
2020-08-04,3299.0400390625,3301.10009765625,3293.280029296875,3293.320068359375,3293.320068359375,206270336
2020-08-04,3293.25,3299.800048828125,3286.3701171875,3298.18994140625,3298.18994140625,272701481
2020-08-04,3298.18994140625,3306.639892578125,3295.340087890625,3306.639892578125,3306.639892578125,324324106
2020-08-05,3317.3701171875,3328.1201171875,3317.3701171875,3326.669921875,3326.669921875,0
2020-08-05,3326.64990234375,3330.77001953125,3323.280029296875,3327.340087890625,3327.340087890625,301383916
2020-08-05,3327.330078125,3329.47998046875,3321.3701171875,3321.85009765625,3321.85009765625,246215648
2020-08-05,3321.820068359375,3326.2099609375,3321.320068359375,3325.510009765625,3325.510009765625,207818427
2020-08-05,3325.56005859375,3327.72998046875,3324.39990234375,3327.669921875,3327.669921875,214845221
2020-08-05,3327.669921875,3328.610107421875,3323.280029296875,3324.760009765625,3324.760009765625,311022481
2020-08-05,3324.77001953125,3329.929931640625,3318.85009765625,3327.840087890625,3327.840087890625,370640047
2020-08-06,3323.169921875,3332.909912109375,3321.070068359375,3331.510009765625,3331.510009765625,0
2020-08-06,3331.5,3332.5400390625,3318.139892578125,3322.989990234375,3322.989990234375,343460641
2020-08-06,3322.719970703125,3328.6298828125,3319.81005859375,3327.22998046875,3327.22998046875,249093972
2020-08-06,3327.219970703125,3331.929931640625,3325.739990234375,3331.3798828125,3331.3798828125,204995396
2020-08-06,3331.409912109375,3343.06005859375,3330.429931640625,3342.72998046875,3342.72998046875,236695299
2020-08-06,3342.760009765625,3351.030029296875,3342.7099609375,3347.669921875,3347.669921875,272572213
2020-08-06,3347.699951171875,3349.909912109375,3344.110107421875,3349.14990234375,3349.14990234375,337112658
2020-08-07,3340.050048828125,3347.0400390625,3335.97998046875,3342.780029296875,3342.780029296875,0
2020-08-07,3342.840087890625,3351.919921875,3342.840087890625,3343.64990234375,3343.64990234375,271673420
2020-08-07,3343.699951171875,3349.239990234375,3339.7099609375,3348.989990234375,3348.989990234375,226983775
2020-08-07,3348.989990234375,3351.199951171875,3335.1201171875,3342.3701171875,3342.3701171875,276570177
2020-08-07,3342.360107421875,3346.25,3328.719970703125,3330.590087890625,3330.590087890625,243703639
2020-08-07,3330.669921875,3343.97998046875,3329.159912109375,3338.77001953125,3338.77001953125,270418108
2020-08-07,3338.8701171875,3352.5400390625,3337.340087890625,3351.409912109375,3351.409912109375,335929066
2020-08-10,3356.0400390625,3362.050048828125,3352.739990234375,3358.860107421875,3358.860107421875,0
2020-08-10,3358.85009765625,3359.570068359375,3335.43994140625,3349.56005859375,3349.56005859375,402010267
2020-08-10,3349.469970703125,3356.1298828125,3348.3798828125,3349.949951171875,3349.949951171875,269188027
2020-08-10,3350.010009765625,3360.18994140625,3349.14990234375,3357.85009765625,3357.85009765625,220337512
2020-08-10,3358.0,3360.219970703125,3355.199951171875,3358.39990234375,3358.39990234375,200281616
2020-08-10,3358.409912109375,3363.2900390625,3353.610107421875,3358.60009765625,3358.60009765625,254235287
2020-08-10,3358.60009765625,3361.77001953125,3355.030029296875,3360.5,3360.5,339991228
2020-08-11,3370.340087890625,3378.820068359375,3361.6298828125,3370.889892578125,3370.889892578125,0
2020-08-11,3370.909912109375,3378.1298828125,3367.239990234375,3377.18994140625,3377.18994140625,369948354
2020-08-11,3377.219970703125,3377.9599609375,3368.7099609375,3376.909912109375,3376.909912109375,252930568
2020-08-11,3376.780029296875,3381.010009765625,3374.110107421875,3380.320068359375,3380.320068359375,226461525
2020-08-11,3380.31005859375,3380.550048828125,3368.280029296875,3368.389892578125,3368.389892578125,217857573
2020-08-11,3368.320068359375,3369.820068359375,3342.110107421875,3353.68994140625,3353.68994140625,349188769
